node,best_radius,best_q,size,members
1330,1,0.6973400588199813,18,"['656', '1476', '127', '67', '290', '1443', '1758', '1068', '1660', '982', '1196', '1739', '1721', '1311', '103', '1320', '1142', '1374']"
972,1,0.6973400588199813,9,"['586', '656', '287', '781', '1297', '1643', '706', '1593', '1259']"
1420,1,0.6889718091494647,6,"['1661', '6', '928', '1532', '1340', '742']"
631,1,0.5644025129898002,34,"['1631', '689', '1476', '36', '1765', '62', '902', '1660', '467', '1422', '1121', '1739', '1850', '814', '290', '613', '1320', '103', '1593', '1829', '234', '1758', '197', '1643', '1875', '1311', '1142', '1787', '870', '1068', '622', '106', '615', '1259']"
765,1,0.5580177525630364,32,"['1795', '689', '1476', '36', '1126', '62', '902', '726', '1422', '822', '1121', '1739', '306', '1511', '1232', '290', '148', '141', '1265', '1320', '103', '1780', '127', '1304', '1525', '988', '1142', '305', '1376', '1297', '1078', '1259']"
1080,1,0.5386195535152082,27,"['1522', '1476', '36', '1699', '1245', '1660', '467', '1422', '1739', '1511', '290', '1320', '103', '665', '1505', '127', '287', '1758', '298', '305', '1348', '1376', '342', '1297', '106', '1086', '1259']"
1755,1,0.5237861750011993,24,"['1706', '1337', '102', '1036', '1843', '352', '637', '1816', '1593', '424', '1018', '195', '1256', '1409', '1287', '1643', '523', '305', '1700', '1014', '1867', '1112', '174', '1259']"
1638,1,0.5237861750011993,24,"['689', '1631', '62', '902', '173', '1660', '1739', '306', '290', '141', '613', '856', '1320', '103', '287', '438', '751', '305', '1142', '1376', '599', '699', '106', '174']"
547,1,0.5181313091609374,23,"['62', '1533', '1660', '345', '1678', '1739', '290', '1443', '1147', '1320', '1721', '103', '127', '1643', '988', '1311', '305', '653', '942', '1068', '1297', '1078', '1259']"
243,1,0.5181313091609374,23,"['1543', '1476', '455', '1533', '1660', '467', '682', '1739', '290', '1443', '141', '1147', '1320', '1721', '103', '318', '127', '287', '1643', '988', '305', '1068', '1259']"
1410,1,0.512052284667182,22,"['679', '1625', '1177', '265', '1845', '1431', '1706', '1036', '1232', '637', '82', '195', '1664', '1826', '683', '523', '1867', '55', '57', '622', '1086', '1647']"
1011,1,0.5054974887827155,21,"['1660', '467', '1423', '290', '1443', '141', '241', '1147', '1320', '1721', '103', '318', '45', '1837', '127', '1758', '988', '1650', '305', '174', '1259']"
311,1,0.5054974887827155,21,"['1476', '781', '1245', '455', '1660', '467', '1739', '395', '1821', '290', '1320', '1721', '1593', '103', '127', '1758', '705', '471', '1311', '1376', '1297']"
308,1,0.49840640299058286,20,"['415', '467', '1337', '817', '1036', '814', '1821', '1859', '290', '613', '637', '1179', '1593', '195', '1354', '683', '1394', '1068', '106', '1647']"
246,1,0.4907075739935643,19,"['1476', '455', '62', '1660', '467', '102', '1036', '814', '290', '141', '1320', '103', '1433', '127', '1758', '305', '1376', '1297', '1259']"
361,1,0.4907075739935643,19,"['304', '1226', '1479', '158', '1347', '1034', '939', '1421', '224', '1208', '88', '1136', '309', '942', '1100', '1199', '1289', '1506', '94']"
1524,1,0.4907075739935643,57,"['78', '689', '1122', '1476', '1631', '67', '1501', '36', '781', '1245', '1292', '369', '902', '1660', '467', '1422', '1121', '1850', '494', '290', '148', '584', '188', '404', '1320', '216', '1721', '103', '1593', '1666', '1600', '1837', '127', '731', '408', '524', '1758', '1872', '1742', '1525', '1677', '869', '305', '1142', '1259', '163', '609', '1513', '1068', '1297', '1628', '1113', '1078', '333', '1619', '441', '735']"
1328,1,0.4866043087138199,37,"['1476', '67', '1501', '36', '62', '560', '274', '1040', '1660', '944', '378', '1739', '306', '167', '1337', '1036', '814', '404', '1216', '1147', '1320', '103', '45', '826', '287', '898', '1785', '88', '315', '1650', '305', '823', '1185', '106', '174', '1338', '94']"
1891,1,0.482316000884103,18,"['841', '1424', '1036', '1543', '1376', '127', '290', '557', '1014', '1100', '1226', '1289', '1320', '63', '103', '305', '1621', '1259']"
622,1,0.4731297327735288,51,"['1410', '1631', '689', '1784', '781', '631', '1533', '113', '1400', '1040', '934', '1005', '1055', '168', '711', '404', '1367', '637', '1353', '595', '1270', '1799', '604', '1354', '1499', '1405', '1287', '1851', '524', '1568', '716', '683', '1552', '1311', '753', '1180', '609', '443', '823', '1312', '1014', '55', '1429', '880', '258', '707', '106', '155', '476', '1048', '1338']"
1851,1,0.4731297327735288,34,"['689', '1476', '67', '36', '62', '1533', '1660', '1694', '467', '1739', '1221', '35', '1036', '290', '141', '1320', '216', '103', '207', '127', '287', '1006', '1287', '1758', '659', '869', '523', '305', '1142', '55', '622', '1078', '520', '1647']"
1746,1,0.4731297327735288,17,"['1476', '1376', '127', '67', '287', '290', '1758', '471', '1660', '467', '1320', '1739', '1486', '1721', '103', '45', '305']"
1730,1,0.46302538450911473,16,"['1476', '1787', '1543', '127', '290', '148', '1304', '1758', '1068', '1297', '1660', '1320', '103', '45', '1142', '1259']"
1840,1,0.45185214871397816,15,"['1476', '127', '290', '1765', '1758', '1297', '1660', '467', '1320', '1739', '1486', '1721', '103', '45', '305']"
1398,1,0.45185214871397816,15,"['689', '1476', '127', '290', '287', '1765', '902', '1147', '1525', '1320', '1196', '1721', '669', '1739', '305']"
1510,1,0.45185214871397816,15,"['656', '1543', '1376', '1821', '290', '1765', '1297', '1660', '467', '1721', '682', '103', '45', '305', '878']"
1212,1,0.45185214871397816,15,"['59', '1476', '1376', '127', '290', '1014', '1758', '784', '1660', '1297', '467', '1078', '1320', '45', '1374']"
1881,1,0.45185214871397816,15,"['92', '488', '1839', '1783', '208', '1421', '265', '48', '1395', '496', '1479', '100', '1337', '885', '397']"
